DMU,sy1,sy2,sy3
1705,0,0.0495472284962077,0.11967729909759
1706,0,0.0575972399166217,0.121713408790485
1707,0,0.0586520772231036,0.131292741801732
1708,0,0.071663334386668,0.134866337106672
1709,0,0.0780985873227424,0.138116139609376
1710,0,0.0632718231816471,0.142350903962183
1711,0,0.0711654033692173,0.142622380172616
1712,0,0.0683015179580598,0.146884375653059
1713,0,0.0751082807620342,0.155905883293133
1714,0,0.0834897681343859,0.162747616656654
1715,0,0.0891541221175228,0.170329238412126
1716,0,0.0841107762292669,0.168724457313451
1717,0,0.0762813483957393,0.17168382675965
1718,0,0.0772623622365812,0.179186493148983
1719,0,0.0735344879761201,0.180254897177276
1720,0,0.0733203393177283,0.182270743645642
1721,0,0,0
